pin,slack
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_2:B,5833
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_2:C,2190
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_2:Y,2190
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_6:IPA,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_6:IPC,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[2]:A,5552
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[2]:B,5497
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[2]:C,4541
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[2]:D,5315
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[2]:Y,4541
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_134:IPA,
SpiMasterPorts_3/un1_ambadatalatched:A,5429
SpiMasterPorts_3/un1_ambadatalatched:B,6621
SpiMasterPorts_3/un1_ambadatalatched:C,3583
SpiMasterPorts_3/un1_ambadatalatched:D,4039
SpiMasterPorts_3/un1_ambadatalatched:Y,3583
SpiMasterPorts_3/DataFromMiso_7_5_0_a2:A,7502
SpiMasterPorts_3/DataFromMiso_7_5_0_a2:B,7469
SpiMasterPorts_3/DataFromMiso_7_5_0_a2:C,3485
SpiMasterPorts_3/DataFromMiso_7_5_0_a2:D,6448
SpiMasterPorts_3/DataFromMiso_7_5_0_a2:Y,3485
SpiMasterPorts_2/DataToMosi_i[10]:ALn,5513
SpiMasterPorts_2/DataToMosi_i[10]:CLK,4729
SpiMasterPorts_2/DataToMosi_i[10]:D,7434
SpiMasterPorts_2/DataToMosi_i[10]:EN,4917
SpiMasterPorts_2/DataToMosi_i[10]:Q,4729
SpiMasterPorts_3/DataFromMiso_7_20_0_o2:A,3828
SpiMasterPorts_3/DataFromMiso_7_20_0_o2:B,3763
SpiMasterPorts_3/DataFromMiso_7_20_0_o2:Y,3763
SpiMasterPorts_2/SpiBitPos_7_1.N_45_i:A,2650
SpiMasterPorts_2/SpiBitPos_7_1.N_45_i:B,7656
SpiMasterPorts_2/SpiBitPos_7_1.N_45_i:Y,2650
SpiMasterPorts_5/Mosi_i_3_9:A,4723
SpiMasterPorts_5/Mosi_i_3_9:B,4435
SpiMasterPorts_5/Mosi_i_3_9:C,4600
SpiMasterPorts_5/Mosi_i_3_9:Y,4435
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO_0:A,4646
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO_0:B,3850
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO_0:C,6634
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO_0:D,4261
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO_0:Y,3850
SpiMasterPorts_2/SpiBitPos[4]:ALn,5513
SpiMasterPorts_2/SpiBitPos[4]:CLK,2815
SpiMasterPorts_2/SpiBitPos[4]:D,2650
SpiMasterPorts_2/SpiBitPos[4]:Q,2815
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_85:A,5854
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_85:B,5776
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_85:C,2519
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_85:Y,2519
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_236:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_236:IPB,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[6]:CLK,6805
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[6]:D,7357
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[6]:EN,3550
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[6]:Q,6805
SpiMasterPorts_2/_decfrac23_0_a2:A,5842
SpiMasterPorts_2/_decfrac23_0_a2:B,4646
SpiMasterPorts_2/_decfrac23_0_a2:C,5699
SpiMasterPorts_2/_decfrac23_0_a2:D,5665
SpiMasterPorts_2/_decfrac23_0_a2:Y,4646
SpiMasterPorts_0/DataToMosi_i[20]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[20]:CLK,3818
SpiMasterPorts_0/DataToMosi_i[20]:D,7440
SpiMasterPorts_0/DataToMosi_i[20]:EN,4923
SpiMasterPorts_0/DataToMosi_i[20]:Q,3818
SpiMasterPorts_5/DataFromMiso_7_15_0_a2_0:A,5892
SpiMasterPorts_5/DataFromMiso_7_15_0_a2_0:B,5876
SpiMasterPorts_5/DataFromMiso_7_15_0_a2_0:Y,5876
SpiMasterPorts_1/DataFromMiso_1[16]:ALn,5513
SpiMasterPorts_1/DataFromMiso_1[16]:CLK,5899
SpiMasterPorts_1/DataFromMiso_1[16]:D,
SpiMasterPorts_1/DataFromMiso_1[16]:EN,3568
SpiMasterPorts_1/DataFromMiso_1[16]:Q,5899
nCsD_obuf[0]/U0/U_IOOUTFF:A,
nCsD_obuf[0]/U0/U_IOOUTFF:Y,
debug_obuf[8]/U0/U_IOPAD:D,
debug_obuf[8]/U0/U_IOPAD:E,
debug_obuf[8]/U0/U_IOPAD:PAD,
MosiF_obuf/U0/U_IOPAD:D,
MosiF_obuf/U0/U_IOPAD:E,
MosiF_obuf/U0/U_IOPAD:PAD,
MisoF_ibuf/U0/U_IOPAD:PAD,
MisoF_ibuf/U0/U_IOPAD:Y,
SpiMasterPorts_0/Mosi_i_3_5_1_0_wmux:A,2815
SpiMasterPorts_0/Mosi_i_3_5_1_0_wmux:B,2615
SpiMasterPorts_0/Mosi_i_3_5_1_0_wmux:C,2780
SpiMasterPorts_0/Mosi_i_3_5_1_0_wmux:D,2517
SpiMasterPorts_0/Mosi_i_3_5_1_0_wmux:FCO,
SpiMasterPorts_0/Mosi_i_3_5_1_0_wmux:Y,2517
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_212:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_212:IPB,
SckE_obuf/U0/U_IOPAD:D,
SckE_obuf/U0/U_IOPAD:E,
SckE_obuf/U0/U_IOPAD:PAD,
SpiMasterPorts_5/ClkDiv[1]:ALn,5513
SpiMasterPorts_5/ClkDiv[1]:CLK,2744
SpiMasterPorts_5/ClkDiv[1]:D,5240
SpiMasterPorts_5/ClkDiv[1]:EN,8498
SpiMasterPorts_5/ClkDiv[1]:Q,2744
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_68:A,6007
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_68:B,5929
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_68:C,2635
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_68:Y,2635
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNO[12]:B,7576
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNO[12]:C,5063
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNO[12]:D,7274
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNO[12]:FCI,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNO[12]:S,4918
SpiMasterPorts_4/ClkDiv[4]:ALn,5513
SpiMasterPorts_4/ClkDiv[4]:CLK,2812
SpiMasterPorts_4/ClkDiv[4]:D,5240
SpiMasterPorts_4/ClkDiv[4]:EN,8498
SpiMasterPorts_4/ClkDiv[4]:Q,2812
SpiMasterPorts_1/ClkDiv[4]:ALn,5513
SpiMasterPorts_1/ClkDiv[4]:CLK,2727
SpiMasterPorts_1/ClkDiv[4]:D,5240
SpiMasterPorts_1/ClkDiv[4]:EN,8498
SpiMasterPorts_1/ClkDiv[4]:Q,2727
SpiMasterPorts_3/DataFromMiso_7_6_0_a2:A,7547
SpiMasterPorts_3/DataFromMiso_7_6_0_a2:B,7424
SpiMasterPorts_3/DataFromMiso_7_6_0_a2:C,6549
SpiMasterPorts_3/DataFromMiso_7_6_0_a2:D,3410
SpiMasterPorts_3/DataFromMiso_7_6_0_a2:Y,3410
SpiMasterPorts_2/Mosi_i_3_21_i_m2_1:A,4006
SpiMasterPorts_2/Mosi_i_3_21_i_m2_1:B,3928
SpiMasterPorts_2/Mosi_i_3_21_i_m2_1:C,3673
SpiMasterPorts_2/Mosi_i_3_21_i_m2_1:D,3614
SpiMasterPorts_2/Mosi_i_3_21_i_m2_1:Y,3614
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO:A,4669
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO:B,7700
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO:C,7591
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO:Y,4669
SpiMasterPorts_0/DataFromMiso_7_12_0_a2:A,7502
SpiMasterPorts_0/DataFromMiso_7_12_0_a2:B,7511
SpiMasterPorts_0/DataFromMiso_7_12_0_a2:C,3445
SpiMasterPorts_0/DataFromMiso_7_12_0_a2:D,6474
SpiMasterPorts_0/DataFromMiso_7_12_0_a2:Y,3445
IO_C0_0/IO_C0_0/U0_0/U0/U_IOENFF:A,
IO_C0_0/IO_C0_0/U0_0/U0/U_IOENFF:Y,
SpiMasterPorts_4/DataFromMiso_1[11]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[11]:CLK,6788
SpiMasterPorts_4/DataFromMiso_1[11]:D,
SpiMasterPorts_4/DataFromMiso_1[11]:EN,3485
SpiMasterPorts_4/DataFromMiso_1[11]:Q,6788
SpiMasterPorts_0/DataFromMiso_1[1]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[1]:CLK,5869
SpiMasterPorts_0/DataFromMiso_1[1]:D,
SpiMasterPorts_0/DataFromMiso_1[1]:EN,3400
SpiMasterPorts_0/DataFromMiso_1[1]:Q,5869
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_107:IPB,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICJ33D[5]:B,7495
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICJ33D[5]:C,4993
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICJ33D[5]:D,7187
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICJ33D[5]:FCI,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICJ33D[5]:FCO,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICJ33D[5]:S,5039
SpiMasterPorts_4/Mosi_i_3_5_1_wmux_0:A,2517
SpiMasterPorts_4/Mosi_i_3_5_1_wmux_0:B,3487
SpiMasterPorts_4/Mosi_i_3_5_1_wmux_0:C,3652
SpiMasterPorts_4/Mosi_i_3_5_1_wmux_0:D,3389
SpiMasterPorts_4/Mosi_i_3_5_1_wmux_0:FCI,
SpiMasterPorts_4/Mosi_i_3_5_1_wmux_0:Y,2517
SpiMasterPorts_4/DataToMosi_i[20]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[20]:CLK,3818
SpiMasterPorts_4/DataToMosi_i[20]:D,7440
SpiMasterPorts_4/DataToMosi_i[20]:EN,4917
SpiMasterPorts_4/DataToMosi_i[20]:Q,3818
SpiMasterPorts_1/Mosi_i_7_iv_i_RNO_0:A,6754
SpiMasterPorts_1/Mosi_i_7_iv_i_RNO_0:B,4416
SpiMasterPorts_1/Mosi_i_7_iv_i_RNO_0:C,4519
SpiMasterPorts_1/Mosi_i_7_iv_i_RNO_0:D,3574
SpiMasterPorts_1/Mosi_i_7_iv_i_RNO_0:Y,3574
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_70:IPB,
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_m3_RNIEM2E1:A,2190
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_m3_RNIEM2E1:B,2400
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_m3_RNIEM2E1:C,2099
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_m3_RNIEM2E1:D,1348
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_m3_RNIEM2E1:Y,1348
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0Il[2]:CLK,5369
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0Il[2]:D,5509
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0Il[2]:Q,5369
SpiMasterPorts_3/DataFromMiso_7_17_0_a2:A,7510
SpiMasterPorts_3/DataFromMiso_7_17_0_a2:B,7469
SpiMasterPorts_3/DataFromMiso_7_17_0_a2:C,3485
SpiMasterPorts_3/DataFromMiso_7_17_0_a2:D,6509
SpiMasterPorts_3/DataFromMiso_7_17_0_a2:Y,3485
SpiMasterPorts_3/ClkDiv[6]:ALn,5513
SpiMasterPorts_3/ClkDiv[6]:CLK,3924
SpiMasterPorts_3/ClkDiv[6]:D,5209
SpiMasterPorts_3/ClkDiv[6]:EN,8498
SpiMasterPorts_3/ClkDiv[6]:Q,3924
SpiMasterPorts_2/DataFromMiso_1[7]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[7]:CLK,5041
SpiMasterPorts_2/DataFromMiso_1[7]:D,
SpiMasterPorts_2/DataFromMiso_1[7]:EN,3485
SpiMasterPorts_2/DataFromMiso_1[7]:Q,5041
SpiMasterPorts_1/DataFromMiso_7_8_0_a2:A,3568
SpiMasterPorts_1/DataFromMiso_7_8_0_a2:B,6598
SpiMasterPorts_1/DataFromMiso_7_8_0_a2:C,6438
SpiMasterPorts_1/DataFromMiso_7_8_0_a2:Y,3568
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[1]:CLK,5563
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[1]:D,4486
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[1]:EN,8400
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[1]:Q,5563
SpiMasterPorts_5/DataToMosi_i[6]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[6]:CLK,4143
SpiMasterPorts_5/DataToMosi_i[6]:D,7357
SpiMasterPorts_5/DataToMosi_i[6]:EN,4461
SpiMasterPorts_5/DataToMosi_i[6]:Q,4143
SpiMasterPorts_1/Mosi_i_3_23_i_m2_2_0_1:A,4791
SpiMasterPorts_1/Mosi_i_3_23_i_m2_2_0_1:B,3614
SpiMasterPorts_1/Mosi_i_3_23_i_m2_2_0_1:C,4837
SpiMasterPorts_1/Mosi_i_3_23_i_m2_2_0_1:D,4729
SpiMasterPorts_1/Mosi_i_3_23_i_m2_2_0_1:Y,3614
SpiMasterPorts_5/XferComplete_i:ALn,5513
SpiMasterPorts_5/XferComplete_i:CLK,4773
SpiMasterPorts_5/XferComplete_i:D,4741
SpiMasterPorts_5/XferComplete_i:EN,8498
SpiMasterPorts_5/XferComplete_i:Q,4773
SpiMasterPorts_4/SpiBitPos[1]:ALn,5513
SpiMasterPorts_4/SpiBitPos[1]:CLK,3614
SpiMasterPorts_4/SpiBitPos[1]:D,3407
SpiMasterPorts_4/SpiBitPos[1]:Q,3614
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[0]:CLK,5592
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[0]:D,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[0]:EN,5302
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[0]:Q,5592
SpiMasterPorts_3/DataToMosi_i[22]:ALn,5513
SpiMasterPorts_3/DataToMosi_i[22]:CLK,3896
SpiMasterPorts_3/DataToMosi_i[22]:D,7381
SpiMasterPorts_3/DataToMosi_i[22]:EN,4461
SpiMasterPorts_3/DataToMosi_i[22]:Q,3896
SpiMasterPorts_1/Mosi_i_3_9:A,4723
SpiMasterPorts_1/Mosi_i_3_9:B,4435
SpiMasterPorts_1/Mosi_i_3_9:C,4600
SpiMasterPorts_1/Mosi_i_3_9:Y,4435
debug_obuf[1]/U0/U_IOENFF:A,
debug_obuf[1]/U0/U_IOENFF:Y,
SpiMasterPorts_5/DataToMosi_i[17]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[17]:CLK,2517
SpiMasterPorts_5/DataToMosi_i[17]:D,7399
SpiMasterPorts_5/DataToMosi_i[17]:EN,4461
SpiMasterPorts_5/DataToMosi_i[17]:Q,2517
SpiMasterPorts_0/DataFromMiso_1[14]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[14]:CLK,6749
SpiMasterPorts_0/DataFromMiso_1[14]:D,
SpiMasterPorts_0/DataFromMiso_1[14]:EN,3445
SpiMasterPorts_0/DataFromMiso_1[14]:Q,6749
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_90:A,6061
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_90:B,5983
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_90:C,2689
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_90:Y,2689
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPB,
SpiMasterPorts_1/un7_ambadatalatched:A,6658
SpiMasterPorts_1/un7_ambadatalatched:B,6652
SpiMasterPorts_1/un7_ambadatalatched:Y,6652
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_248:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_248:IPB,
SpiMasterPorts_4/ClkDiv_cry[3]:B,7527
SpiMasterPorts_4/ClkDiv_cry[3]:C,5225
SpiMasterPorts_4/ClkDiv_cry[3]:FCI,5177
SpiMasterPorts_4/ClkDiv_cry[3]:FCO,5177
SpiMasterPorts_4/ClkDiv_cry[3]:S,5240
SpiMasterPorts_0/DataToMosi_i[6]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[6]:CLK,4143
SpiMasterPorts_0/DataToMosi_i[6]:D,7357
SpiMasterPorts_0/DataToMosi_i[6]:EN,4923
SpiMasterPorts_0/DataToMosi_i[6]:Q,4143
SpiMasterPorts_0/DataToMosi_i[17]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[17]:CLK,2517
SpiMasterPorts_0/DataToMosi_i[17]:D,7399
SpiMasterPorts_0/DataToMosi_i[17]:EN,4923
SpiMasterPorts_0/DataToMosi_i[17]:Q,2517
SpiMasterPorts_4/DataFromMiso_1[7]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[7]:CLK,6036
SpiMasterPorts_4/DataFromMiso_1[7]:D,
SpiMasterPorts_4/DataFromMiso_1[7]:EN,3485
SpiMasterPorts_4/DataFromMiso_1[7]:Q,6036
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[0]:CLK,7415
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[0]:D,7535
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[0]:EN,3550
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[0]:Q,7415
SpiMasterPorts_3/Pready:ALn,5513
SpiMasterPorts_3/Pready:CLK,4754
SpiMasterPorts_3/Pready:D,4747
SpiMasterPorts_3/Pready:EN,3589
SpiMasterPorts_3/Pready:Q,4754
SpiMasterPorts_5/Mosi_i_3_21_i_m2_1:A,4006
SpiMasterPorts_5/Mosi_i_3_21_i_m2_1:B,3928
SpiMasterPorts_5/Mosi_i_3_21_i_m2_1:C,3673
SpiMasterPorts_5/Mosi_i_3_21_i_m2_1:D,3614
SpiMasterPorts_5/Mosi_i_3_21_i_m2_1:Y,3614
SpiMasterPorts_0/DataFromMiso_7_5_0_a2:A,7502
SpiMasterPorts_0/DataFromMiso_7_5_0_a2:B,7469
SpiMasterPorts_0/DataFromMiso_7_5_0_a2:C,3400
SpiMasterPorts_0/DataFromMiso_7_5_0_a2:D,6448
SpiMasterPorts_0/DataFromMiso_7_5_0_a2:Y,3400
SpiMasterPorts_3/DacNum_i[1]:CLK,7569
SpiMasterPorts_3/DacNum_i[1]:D,7304
SpiMasterPorts_3/DacNum_i[1]:EN,3583
SpiMasterPorts_3/DacNum_i[1]:Q,7569
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:A,2583
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPA,2583
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPB,
SpiMasterPorts_0/DataFromMiso_1[23]:ALn,6307
SpiMasterPorts_0/DataFromMiso_1[23]:CLK,5724
SpiMasterPorts_0/DataFromMiso_1[23]:D,
SpiMasterPorts_0/DataFromMiso_1[23]:EN,4424
SpiMasterPorts_0/DataFromMiso_1[23]:Q,5724
SpiMasterPorts_3/un1_rst:A,6313
SpiMasterPorts_3/un1_rst:B,
SpiMasterPorts_3/un1_rst:Y,6313
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:A,2515
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPA,2515
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPB,
SpiMasterPorts_5/nCs[2]:ALn,5513
SpiMasterPorts_5/nCs[2]:CLK,
SpiMasterPorts_5/nCs[2]:EN,6652
SpiMasterPorts_5/nCs[2]:Q,
nCsF_obuf[2]/U0/U_IOPAD:D,
nCsF_obuf[2]/U0/U_IOPAD:E,
nCsF_obuf[2]/U0/U_IOPAD:PAD,
SpiMasterPorts_4/DataToMosi_i[22]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[22]:CLK,3896
SpiMasterPorts_4/DataToMosi_i[22]:D,7381
SpiMasterPorts_4/DataToMosi_i[22]:EN,4917
SpiMasterPorts_4/DataToMosi_i[22]:Q,3896
nCsB_obuf[0]/U0/U_IOPAD:D,
nCsB_obuf[0]/U0/U_IOPAD:E,
nCsB_obuf[0]/U0/U_IOPAD:PAD,
SpiMasterPorts_2/SpiBitPos[3]:ALn,5513
SpiMasterPorts_2/SpiBitPos[3]:CLK,3763
SpiMasterPorts_2/SpiBitPos[3]:D,7629
SpiMasterPorts_2/SpiBitPos[3]:EN,3612
SpiMasterPorts_2/SpiBitPos[3]:Q,3763
SpiMasterPorts_0/DacNum_i_0_sqmuxa:A,4045
SpiMasterPorts_0/DacNum_i_0_sqmuxa:B,6271
SpiMasterPorts_0/DacNum_i_0_sqmuxa:Y,4045
SpiMasterPorts_0/ClkDiv_cry[6]:B,7575
SpiMasterPorts_0/ClkDiv_cry[6]:C,5240
SpiMasterPorts_0/ClkDiv_cry[6]:FCI,5177
SpiMasterPorts_0/ClkDiv_cry[6]:FCO,5177
SpiMasterPorts_0/ClkDiv_cry[6]:S,5209
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPB,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPA,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPB,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPC,
SpiMasterPorts_0/Mosi_i_3_8:A,3613
SpiMasterPorts_0/Mosi_i_3_8:B,4875
SpiMasterPorts_0/Mosi_i_3_8:C,4621
SpiMasterPorts_0/Mosi_i_3_8:Y,3613
SpiMasterPorts_0/ClkDiv_cry[0]:B,7479
SpiMasterPorts_0/ClkDiv_cry[0]:C,5177
SpiMasterPorts_0/ClkDiv_cry[0]:FCI,5204
SpiMasterPorts_0/ClkDiv_cry[0]:FCO,5177
SpiMasterPorts_0/ClkDiv_cry[0]:S,5256
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_84:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:IPB,
SpiMasterPorts_5/XferComplete_i_RNI9Q9P1:A,3850
SpiMasterPorts_5/XferComplete_i_RNI9Q9P1:B,5737
SpiMasterPorts_5/XferComplete_i_RNI9Q9P1:C,5642
SpiMasterPorts_5/XferComplete_i_RNI9Q9P1:Y,3850
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlIll.CUARTIlIl_3_i_a2_0_1_0[0]:A,5518
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlIll.CUARTIlIl_3_i_a2_0_1_0[0]:B,5482
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlIll.CUARTIlIl_3_i_a2_0_1_0[0]:C,5401
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlIll.CUARTIlIl_3_i_a2_0_1_0[0]:Y,5401
SpiMasterPorts_0/DataFromMiso_7_6_0_a2:A,7547
